Customer ID,Segment_Code_2010,Segment_Code_2011,Segment_2010_Name,Segment_2011_Name
14440,1.0,1.0,High-Value Customer,High-Value Customer
14441,1.0,0.0,High-Value Customer,Low-Value
14442,2.0,3.0,At-Risk ,Loyal Customer
14443,3.0,3.0,Loyal Customer,Loyal Customer
14446,0.0,0.0,Low-Value,Low-Value
14447,0.0,0.0,Low-Value,Low-Value
14449,2.0,0.0,At-Risk ,Low-Value
14450,3.0,2.0,Loyal Customer,At-Risk 
14451,1.0,2.0,High-Value Customer,At-Risk 
14452,0.0,0.0,Low-Value,Low-Value
14454,3.0,,Loyal Customer,Lost Customer
14455,2.0,,At-Risk ,Lost Customer
14456,,1.0,New Customer,High-Value Customer
14460,2.0,2.0,At-Risk ,At-Risk 
14461,1.0,3.0,High-Value Customer,Loyal Customer
14462,0.0,1.0,Low-Value,High-Value Customer
14463,0.0,2.0,Low-Value,At-Risk 
14465,1.0,3.0,High-Value Customer,Loyal Customer
14466,2.0,1.0,At-Risk ,High-Value Customer
14467,1.0,0.0,High-Value Customer,Low-Value
14469,2.0,,At-Risk ,Lost Customer
14470,0.0,0.0,Low-Value,Low-Value
14472,0.0,3.0,Low-Value,Loyal Customer
14475,0.0,3.0,Low-Value,Loyal Customer
14477,2.0,0.0,At-Risk ,Low-Value
14478,3.0,,Loyal Customer,Lost Customer
14479,0.0,2.0,Low-Value,At-Risk 
14480,2.0,2.0,At-Risk ,At-Risk 
14481,2.0,2.0,At-Risk ,At-Risk 
14482,1.0,1.0,High-Value Customer,High-Value Customer
14484,2.0,2.0,At-Risk ,At-Risk 
14487,0.0,1.0,Low-Value,High-Value Customer
14489,2.0,2.0,At-Risk ,At-Risk 
14492,2.0,,At-Risk ,Lost Customer
14493,1.0,1.0,High-Value Customer,High-Value Customer
14494,0.0,2.0,Low-Value,At-Risk 
14495,0.0,2.0,Low-Value,At-Risk 
14496,1.0,2.0,High-Value Customer,At-Risk 
14498,2.0,3.0,At-Risk ,Loyal Customer
14499,3.0,0.0,Loyal Customer,Low-Value
14500,,2.0,New Customer,At-Risk 
14502,,1.0,New Customer,High-Value Customer
14503,,1.0,New Customer,High-Value Customer
14504,,3.0,New Customer,Loyal Customer
14505,1.0,1.0,High-Value Customer,High-Value Customer
14506,2.0,1.0,At-Risk ,High-Value Customer
14507,1.0,1.0,High-Value Customer,High-Value Customer
14508,3.0,2.0,Loyal Customer,At-Risk 
14510,3.0,,Loyal Customer,Lost Customer
14511,,1.0,New Customer,High-Value Customer
14512,3.0,2.0,Loyal Customer,At-Risk 
14513,0.0,2.0,Low-Value,At-Risk 
14514,2.0,3.0,At-Risk ,Loyal Customer
14515,1.0,1.0,High-Value Customer,High-Value Customer
14522,2.0,0.0,At-Risk ,Low-Value
14524,2.0,1.0,At-Risk ,High-Value Customer
14525,1.0,1.0,High-Value Customer,High-Value Customer
14527,-1.0,-1.0,TOP VIP,TOP VIP
14529,,3.0,New Customer,Loyal Customer
14530,1.0,1.0,High-Value Customer,High-Value Customer
14532,1.0,3.0,High-Value Customer,Loyal Customer
14533,2.0,1.0,At-Risk ,High-Value Customer
14534,1.0,1.0,High-Value Customer,High-Value Customer
14535,1.0,3.0,High-Value Customer,Loyal Customer
14538,2.0,2.0,At-Risk ,At-Risk 
14540,1.0,0.0,High-Value Customer,Low-Value
14541,2.0,3.0,At-Risk ,Loyal Customer
14543,-1.0,1.0,TOP VIP,High-Value Customer
14544,0.0,3.0,Low-Value,Loyal Customer
14546,1.0,1.0,High-Value Customer,High-Value Customer
14547,,1.0,New Customer,High-Value Customer
14548,2.0,2.0,At-Risk ,At-Risk 
14549,0.0,2.0,Low-Value,At-Risk 
14550,3.0,0.0,Loyal Customer,Low-Value
14551,2.0,2.0,At-Risk ,At-Risk 
14552,3.0,2.0,Loyal Customer,At-Risk 
14553,2.0,0.0,At-Risk ,Low-Value
14554,,1.0,New Customer,High-Value Customer
14555,3.0,2.0,Loyal Customer,At-Risk 
14556,2.0,,At-Risk ,Lost Customer
14558,2.0,,At-Risk ,Lost Customer
14560,1.0,1.0,High-Value Customer,High-Value Customer
14561,,3.0,New Customer,Loyal Customer
14562,1.0,1.0,High-Value Customer,High-Value Customer
14565,0.0,3.0,Low-Value,Loyal Customer
14566,2.0,2.0,At-Risk ,At-Risk 
14569,0.0,0.0,Low-Value,Low-Value
14570,0.0,2.0,Low-Value,At-Risk 
14572,2.0,1.0,At-Risk ,High-Value Customer
14573,2.0,3.0,At-Risk ,Loyal Customer
14577,3.0,0.0,Loyal Customer,Low-Value
14583,3.0,0.0,Loyal Customer,Low-Value
14584,2.0,3.0,At-Risk ,Loyal Customer
14585,3.0,2.0,Loyal Customer,At-Risk 
14587,,1.0,New Customer,High-Value Customer
14590,1.0,,High-Value Customer,Lost Customer
14591,,0.0,New Customer,Low-Value
14592,,0.0,New Customer,Low-Value
14593,1.0,0.0,High-Value Customer,Low-Value
14595,0.0,1.0,Low-Value,High-Value Customer
14597,3.0,0.0,Loyal Customer,Low-Value
14605,3.0,,Loyal Customer,Lost Customer
14606,-1.0,-1.0,TOP VIP,TOP VIP
14607,1.0,1.0,High-Value Customer,High-Value Customer
14608,1.0,0.0,High-Value Customer,Low-Value
14609,3.0,3.0,Loyal Customer,Loyal Customer
14615,2.0,,At-Risk ,Lost Customer
14616,0.0,2.0,Low-Value,At-Risk 
14618,3.0,0.0,Loyal Customer,Low-Value
14621,2.0,1.0,At-Risk ,High-Value Customer
14623,3.0,3.0,Loyal Customer,Loyal Customer
14624,2.0,2.0,At-Risk ,At-Risk 
14625,1.0,3.0,High-Value Customer,Loyal Customer
14626,1.0,3.0,High-Value Customer,Loyal Customer
14628,2.0,2.0,At-Risk ,At-Risk 
14631,3.0,3.0,Loyal Customer,Loyal Customer
14634,2.0,,At-Risk ,Lost Customer
14639,2.0,3.0,At-Risk ,Loyal Customer
14640,2.0,1.0,At-Risk ,High-Value Customer
14643,2.0,2.0,At-Risk ,At-Risk 
14644,2.0,2.0,At-Risk ,At-Risk 
14645,0.0,2.0,Low-Value,At-Risk 
14646,-1.0,-1.0,TOP VIP,TOP VIP
14648,1.0,,High-Value Customer,Lost Customer
14649,1.0,0.0,High-Value Customer,Low-Value
14651,1.0,2.0,High-Value Customer,At-Risk 
14653,2.0,1.0,At-Risk ,High-Value Customer
14655,3.0,1.0,Loyal Customer,High-Value Customer
14656,0.0,2.0,Low-Value,At-Risk 
14657,0.0,0.0,Low-Value,Low-Value
14659,,1.0,New Customer,High-Value Customer
14662,2.0,0.0,At-Risk ,Low-Value
14665,0.0,3.0,Low-Value,Loyal Customer
14667,-1.0,-1.0,TOP VIP,TOP VIP
14669,2.0,3.0,At-Risk ,Loyal Customer
14670,0.0,2.0,Low-Value,At-Risk 
14672,0.0,2.0,Low-Value,At-Risk 
14673,3.0,1.0,Loyal Customer,High-Value Customer
14676,1.0,1.0,High-Value Customer,High-Value Customer
14679,3.0,,Loyal Customer,Lost Customer
14680,-1.0,-1.0,TOP VIP,TOP VIP
14681,3.0,2.0,Loyal Customer,At-Risk 
14682,2.0,2.0,At-Risk ,At-Risk 
14684,0.0,3.0,Low-Value,Loyal Customer
14685,2.0,,At-Risk ,Lost Customer
14686,2.0,,At-Risk ,Lost Customer
14687,0.0,2.0,Low-Value,At-Risk 
14688,1.0,-1.0,High-Value Customer,TOP VIP
14690,0.0,2.0,Low-Value,At-Risk 
14691,,3.0,New Customer,Loyal Customer
14692,1.0,3.0,High-Value Customer,Loyal Customer
14693,2.0,2.0,At-Risk ,At-Risk 
14695,2.0,,At-Risk ,Lost Customer
14696,0.0,1.0,Low-Value,High-Value Customer
14698,,0.0,New Customer,Low-Value
14699,0.0,2.0,Low-Value,At-Risk 
14700,0.0,3.0,Low-Value,Loyal Customer
14701,2.0,1.0,At-Risk ,High-Value Customer
14702,1.0,1.0,High-Value Customer,High-Value Customer
14704,0.0,1.0,Low-Value,High-Value Customer
14708,0.0,0.0,Low-Value,Low-Value
14709,1.0,1.0,High-Value Customer,High-Value Customer
14710,1.0,0.0,High-Value Customer,Low-Value
14711,,1.0,New Customer,High-Value Customer
14712,0.0,0.0,Low-Value,Low-Value
14713,1.0,1.0,High-Value Customer,High-Value Customer
14714,2.0,2.0,At-Risk ,At-Risk 
14715,2.0,0.0,At-Risk ,Low-Value
14716,0.0,2.0,Low-Value,At-Risk 
14719,,1.0,New Customer,High-Value Customer
14720,,0.0,New Customer,Low-Value
14722,0.0,2.0,Low-Value,At-Risk 
14723,3.0,1.0,Loyal Customer,High-Value Customer
14725,3.0,2.0,Loyal Customer,At-Risk 
14727,0.0,2.0,Low-Value,At-Risk 
14729,0.0,2.0,Low-Value,At-Risk 
14730,,1.0,New Customer,High-Value Customer
14731,,2.0,New Customer,At-Risk 
14732,1.0,1.0,High-Value Customer,High-Value Customer
14733,1.0,1.0,High-Value Customer,High-Value Customer
14734,2.0,,At-Risk ,Lost Customer
14735,-1.0,-1.0,TOP VIP,TOP VIP
14737,2.0,0.0,At-Risk ,Low-Value
14738,0.0,3.0,Low-Value,Loyal Customer
14739,-1.0,1.0,TOP VIP,High-Value Customer
14740,1.0,3.0,High-Value Customer,Loyal Customer
14741,0.0,1.0,Low-Value,High-Value Customer
14744,1.0,1.0,High-Value Customer,High-Value Customer
14745,2.0,3.0,At-Risk ,Loyal Customer
14746,2.0,,At-Risk ,Lost Customer
14748,2.0,3.0,At-Risk ,Loyal Customer
14754,2.0,2.0,At-Risk ,At-Risk 
14755,1.0,1.0,High-Value Customer,High-Value Customer
14756,3.0,0.0,Loyal Customer,Low-Value
14758,2.0,3.0,At-Risk ,Loyal Customer
14759,,0.0,New Customer,Low-Value
14761,0.0,2.0,Low-Value,At-Risk 
14765,,2.0,New Customer,At-Risk 
14766,1.0,1.0,High-Value Customer,High-Value Customer
14769,1.0,1.0,High-Value Customer,High-Value Customer
14770,2.0,2.0,At-Risk ,At-Risk 
14775,,3.0,New Customer,Loyal Customer
14776,3.0,1.0,Loyal Customer,High-Value Customer
14779,,2.0,New Customer,At-Risk 
14784,0.0,2.0,Low-Value,At-Risk 
14788,0.0,0.0,Low-Value,Low-Value
14790,1.0,0.0,High-Value Customer,Low-Value
14794,0.0,1.0,Low-Value,High-Value Customer
14796,1.0,-1.0,High-Value Customer,TOP VIP
14798,3.0,2.0,Loyal Customer,At-Risk 
14800,1.0,1.0,High-Value Customer,High-Value Customer
14803,,3.0,New Customer,Loyal Customer
14805,0.0,0.0,Low-Value,Low-Value
14808,,1.0,New Customer,High-Value Customer
14810,0.0,1.0,Low-Value,High-Value Customer
14813,3.0,2.0,Loyal Customer,At-Risk 
14817,1.0,3.0,High-Value Customer,Loyal Customer
14818,0.0,3.0,Low-Value,Loyal Customer
14819,0.0,2.0,Low-Value,At-Risk 
14820,3.0,0.0,Loyal Customer,Low-Value
14821,1.0,2.0,High-Value Customer,At-Risk 
14823,,2.0,New Customer,At-Risk 
14824,1.0,0.0,High-Value Customer,Low-Value
14825,1.0,1.0,High-Value Customer,High-Value Customer
14828,1.0,3.0,High-Value Customer,Loyal Customer
14829,3.0,0.0,Loyal Customer,Low-Value
14831,2.0,,At-Risk ,Lost Customer
14834,0.0,1.0,Low-Value,High-Value Customer
14836,,0.0,New Customer,Low-Value
14837,2.0,3.0,At-Risk ,Loyal Customer
14839,2.0,,At-Risk ,Lost Customer
14841,1.0,3.0,High-Value Customer,Loyal Customer
14842,,3.0,New Customer,Loyal Customer
14844,2.0,3.0,At-Risk ,Loyal Customer
14847,2.0,2.0,At-Risk ,At-Risk 
14849,-1.0,-1.0,TOP VIP,TOP VIP
14850,2.0,2.0,At-Risk ,At-Risk 
14851,0.0,0.0,Low-Value,Low-Value
14852,1.0,3.0,High-Value Customer,Loyal Customer
14853,2.0,0.0,At-Risk ,Low-Value
14854,3.0,3.0,Loyal Customer,Loyal Customer
14855,2.0,2.0,At-Risk ,At-Risk 
14856,,3.0,New Customer,Loyal Customer
14857,2.0,3.0,At-Risk ,Loyal Customer
14859,0.0,0.0,Low-Value,Low-Value
14861,1.0,2.0,High-Value Customer,At-Risk 
14865,3.0,2.0,Loyal Customer,At-Risk 
14866,1.0,1.0,High-Value Customer,High-Value Customer
14867,1.0,3.0,High-Value Customer,Loyal Customer
14868,3.0,1.0,Loyal Customer,High-Value Customer
14869,1.0,0.0,High-Value Customer,Low-Value
14870,2.0,2.0,At-Risk ,At-Risk 
14871,2.0,0.0,At-Risk ,Low-Value
14872,2.0,,At-Risk ,Lost Customer
14875,0.0,3.0,Low-Value,Loyal Customer
14878,1.0,1.0,High-Value Customer,High-Value Customer
14880,,3.0,New Customer,Loyal Customer
14882,1.0,0.0,High-Value Customer,Low-Value
14883,,0.0,New Customer,Low-Value
14885,0.0,2.0,Low-Value,At-Risk 
14890,0.0,2.0,Low-Value,At-Risk 
14891,0.0,2.0,Low-Value,At-Risk 
14893,0.0,0.0,Low-Value,Low-Value
14894,0.0,2.0,Low-Value,At-Risk 
14895,-1.0,-1.0,TOP VIP,TOP VIP
14896,2.0,2.0,At-Risk ,At-Risk 
14897,2.0,0.0,At-Risk ,Low-Value
14898,1.0,1.0,High-Value Customer,High-Value Customer
14901,0.0,1.0,Low-Value,High-Value Customer
14902,0.0,2.0,Low-Value,At-Risk 
14903,,1.0,New Customer,High-Value Customer
14904,0.0,0.0,Low-Value,Low-Value
14905,1.0,2.0,High-Value Customer,At-Risk 
14907,1.0,1.0,High-Value Customer,High-Value Customer
14909,2.0,,At-Risk ,Lost Customer
14910,,0.0,New Customer,Low-Value
14911,-1.0,-1.0,TOP VIP,TOP VIP
14912,2.0,0.0,At-Risk ,Low-Value
14913,1.0,3.0,High-Value Customer,Loyal Customer
14915,1.0,2.0,High-Value Customer,At-Risk 
14916,2.0,3.0,At-Risk ,Loyal Customer
14918,1.0,3.0,High-Value Customer,Loyal Customer
14920,0.0,3.0,Low-Value,Loyal Customer
14924,0.0,2.0,Low-Value,At-Risk 
14930,2.0,3.0,At-Risk ,Loyal Customer
14931,,0.0,New Customer,Low-Value
14933,2.0,,At-Risk ,Lost Customer
14934,3.0,3.0,Loyal Customer,Loyal Customer
14936,1.0,1.0,High-Value Customer,High-Value Customer
14937,,3.0,New Customer,Loyal Customer
14942,2.0,,At-Risk ,Lost Customer
14944,1.0,1.0,High-Value Customer,High-Value Customer
14947,3.0,2.0,Loyal Customer,At-Risk 
14948,,1.0,New Customer,High-Value Customer
14949,2.0,,At-Risk ,Lost Customer
14952,-1.0,1.0,TOP VIP,High-Value Customer
14953,2.0,2.0,At-Risk ,At-Risk 
14958,0.0,2.0,Low-Value,At-Risk 
14959,,3.0,New Customer,Loyal Customer
14961,1.0,1.0,High-Value Customer,High-Value Customer
14962,0.0,2.0,Low-Value,At-Risk 
14963,1.0,1.0,High-Value Customer,High-Value Customer
14966,3.0,2.0,Loyal Customer,At-Risk 
14967,2.0,2.0,At-Risk ,At-Risk 
14970,1.0,3.0,High-Value Customer,Loyal Customer
14971,,3.0,New Customer,Loyal Customer
14973,,3.0,New Customer,Loyal Customer
14976,,3.0,New Customer,Loyal Customer
14978,2.0,3.0,At-Risk ,Loyal Customer
14984,3.0,2.0,Loyal Customer,At-Risk 
14987,1.0,0.0,High-Value Customer,Low-Value
14988,1.0,2.0,High-Value Customer,At-Risk 
14994,3.0,,Loyal Customer,Lost Customer
14997,0.0,3.0,Low-Value,Loyal Customer
14998,0.0,2.0,Low-Value,At-Risk 
15002,2.0,3.0,At-Risk ,Loyal Customer
15003,2.0,,At-Risk ,Lost Customer
15005,-1.0,-1.0,TOP VIP,TOP VIP
15009,,0.0,New Customer,Low-Value
15012,0.0,2.0,Low-Value,At-Risk 
15013,2.0,,At-Risk ,Lost Customer
15015,2.0,,At-Risk ,Lost Customer
15016,3.0,2.0,Loyal Customer,At-Risk 
15018,,0.0,New Customer,Low-Value
15021,3.0,1.0,Loyal Customer,High-Value Customer
15022,0.0,0.0,Low-Value,Low-Value
15023,1.0,1.0,High-Value Customer,High-Value Customer
15024,1.0,1.0,High-Value Customer,High-Value Customer
15026,3.0,2.0,Loyal Customer,At-Risk 
15027,1.0,3.0,High-Value Customer,Loyal Customer
15028,3.0,0.0,Loyal Customer,Low-Value
15030,1.0,2.0,High-Value Customer,At-Risk 
15031,1.0,0.0,High-Value Customer,Low-Value
15032,2.0,3.0,At-Risk ,Loyal Customer
15033,,1.0,New Customer,High-Value Customer
15034,1.0,1.0,High-Value Customer,High-Value Customer
15036,,2.0,New Customer,At-Risk 
15038,3.0,3.0,Loyal Customer,Loyal Customer
15039,-1.0,-1.0,TOP VIP,TOP VIP
15043,2.0,2.0,At-Risk ,At-Risk 
15044,-1.0,-1.0,TOP VIP,TOP VIP
15046,1.0,-1.0,High-Value Customer,TOP VIP
15048,,2.0,New Customer,At-Risk 
15050,2.0,3.0,At-Risk ,Loyal Customer
15051,1.0,0.0,High-Value Customer,Low-Value
15053,,0.0,New Customer,Low-Value
15055,0.0,,Low-Value,Lost Customer
15057,2.0,3.0,At-Risk ,Loyal Customer
15058,3.0,1.0,Loyal Customer,High-Value Customer
15059,1.0,1.0,High-Value Customer,High-Value Customer
15060,,0.0,New Customer,Low-Value
15061,-1.0,-1.0,TOP VIP,TOP VIP
15062,2.0,3.0,At-Risk ,Loyal Customer
15064,2.0,,At-Risk ,Lost Customer
15065,0.0,3.0,Low-Value,Loyal Customer
15067,2.0,3.0,At-Risk ,Loyal Customer
15068,0.0,2.0,Low-Value,At-Risk 
15070,0.0,2.0,Low-Value,At-Risk 
15071,3.0,3.0,Loyal Customer,Loyal Customer
15073,2.0,0.0,At-Risk ,Low-Value
15074,0.0,2.0,Low-Value,At-Risk 
15076,0.0,2.0,Low-Value,At-Risk 
15078,-1.0,-1.0,TOP VIP,TOP VIP
15079,2.0,3.0,At-Risk ,Loyal Customer
15081,1.0,0.0,High-Value Customer,Low-Value
15089,,1.0,New Customer,High-Value Customer
15091,0.0,2.0,Low-Value,At-Risk 
15092,0.0,2.0,Low-Value,At-Risk 
15093,-1.0,1.0,TOP VIP,High-Value Customer
15095,2.0,3.0,At-Risk ,Loyal Customer
15097,0.0,0.0,Low-Value,Low-Value
15098,,3.0,New Customer,Loyal Customer
15100,3.0,3.0,Loyal Customer,Loyal Customer
15101,2.0,0.0,At-Risk ,Low-Value
15105,0.0,1.0,Low-Value,High-Value Customer
15106,,1.0,New Customer,High-Value Customer
15107,3.0,3.0,Loyal Customer,Loyal Customer
15108,,3.0,New Customer,Loyal Customer
15109,0.0,2.0,Low-Value,At-Risk 
15110,0.0,0.0,Low-Value,Low-Value
15111,0.0,3.0,Low-Value,Loyal Customer
15113,,1.0,New Customer,High-Value Customer
15114,3.0,1.0,Loyal Customer,High-Value Customer
15116,,0.0,New Customer,Low-Value
15117,2.0,1.0,At-Risk ,High-Value Customer
15122,1.0,3.0,High-Value Customer,Loyal Customer
15123,2.0,0.0,At-Risk ,Low-Value
15124,0.0,2.0,Low-Value,At-Risk 
15125,2.0,-1.0,At-Risk ,TOP VIP
15128,0.0,3.0,Low-Value,Loyal Customer
15129,1.0,1.0,High-Value Customer,High-Value Customer
15132,,0.0,New Customer,Low-Value
15133,3.0,3.0,Loyal Customer,Loyal Customer
15134,3.0,1.0,Loyal Customer,High-Value Customer
15136,,0.0,New Customer,Low-Value
15140,0.0,3.0,Low-Value,Loyal Customer
15141,2.0,,At-Risk ,Lost Customer
15142,2.0,2.0,At-Risk ,At-Risk 
15144,1.0,-1.0,High-Value Customer,TOP VIP
15145,,0.0,New Customer,Low-Value
15149,2.0,2.0,At-Risk ,At-Risk 
15150,2.0,1.0,At-Risk ,High-Value Customer
15152,0.0,1.0,Low-Value,High-Value Customer
15154,2.0,2.0,At-Risk ,At-Risk 
15156,,0.0,New Customer,Low-Value
15157,0.0,0.0,Low-Value,Low-Value
15159,1.0,-1.0,High-Value Customer,TOP VIP
15160,3.0,2.0,Loyal Customer,At-Risk 
15164,1.0,3.0,High-Value Customer,Loyal Customer
15167,2.0,2.0,At-Risk ,At-Risk 
15172,,1.0,New Customer,High-Value Customer
15173,1.0,,High-Value Customer,Lost Customer
15179,1.0,1.0,High-Value Customer,High-Value Customer
15180,0.0,2.0,Low-Value,At-Risk 
15181,0.0,3.0,Low-Value,Loyal Customer
15182,1.0,2.0,High-Value Customer,At-Risk 
15183,2.0,,At-Risk ,Lost Customer
15184,0.0,2.0,Low-Value,At-Risk 
15186,2.0,0.0,At-Risk ,Low-Value
15187,,1.0,New Customer,High-Value Customer
15189,3.0,-1.0,Loyal Customer,TOP VIP
15191,0.0,,Low-Value,Lost Customer
15192,0.0,3.0,Low-Value,Loyal Customer
15194,1.0,-1.0,High-Value Customer,TOP VIP
15197,3.0,0.0,Loyal Customer,Low-Value
15198,0.0,2.0,Low-Value,At-Risk 
15199,1.0,3.0,High-Value Customer,Loyal Customer
15201,0.0,3.0,Low-Value,Loyal Customer
15203,1.0,1.0,High-Value Customer,High-Value Customer
15206,,0.0,New Customer,Low-Value
15207,2.0,,At-Risk ,Lost Customer
15208,0.0,0.0,Low-Value,Low-Value
15210,3.0,2.0,Loyal Customer,At-Risk 
15214,,1.0,New Customer,High-Value Customer
15215,2.0,3.0,At-Risk ,Loyal Customer
15218,1.0,1.0,High-Value Customer,High-Value Customer
15220,,3.0,New Customer,Loyal Customer
15221,2.0,2.0,At-Risk ,At-Risk 
15222,2.0,2.0,At-Risk ,At-Risk 
15223,2.0,2.0,At-Risk ,At-Risk 
15224,0.0,2.0,Low-Value,At-Risk 
15227,2.0,3.0,At-Risk ,Loyal Customer
15228,2.0,3.0,At-Risk ,Loyal Customer
15235,3.0,3.0,Loyal Customer,Loyal Customer
15237,,0.0,New Customer,Low-Value
15238,,3.0,New Customer,Loyal Customer
15240,1.0,3.0,High-Value Customer,Loyal Customer
15241,2.0,3.0,At-Risk ,Loyal Customer
15244,0.0,2.0,Low-Value,At-Risk 
15245,2.0,3.0,At-Risk ,Loyal Customer
15246,0.0,2.0,Low-Value,At-Risk 
15247,0.0,2.0,Low-Value,At-Risk 
15248,2.0,,At-Risk ,Lost Customer
15249,2.0,-1.0,At-Risk ,TOP VIP
15251,1.0,1.0,High-Value Customer,High-Value Customer
15252,2.0,2.0,At-Risk ,At-Risk 
15253,2.0,0.0,At-Risk ,Low-Value
15254,0.0,2.0,Low-Value,At-Risk 
15255,1.0,2.0,High-Value Customer,At-Risk 
15259,2.0,,At-Risk ,Lost Customer
15260,-1.0,3.0,TOP VIP,Loyal Customer
15261,3.0,2.0,Loyal Customer,At-Risk 
15262,3.0,2.0,Loyal Customer,At-Risk 
15265,2.0,3.0,At-Risk ,Loyal Customer
15266,3.0,2.0,Loyal Customer,At-Risk 
15267,,1.0,New Customer,High-Value Customer
15268,2.0,,At-Risk ,Lost Customer
15269,3.0,2.0,Loyal Customer,At-Risk 
15270,1.0,1.0,High-Value Customer,High-Value Customer
15271,1.0,1.0,High-Value Customer,High-Value Customer
15272,2.0,2.0,At-Risk ,At-Risk 
15276,3.0,2.0,Loyal Customer,At-Risk 
15278,2.0,,At-Risk ,Lost Customer
15279,3.0,2.0,Loyal Customer,At-Risk 
15280,0.0,2.0,Low-Value,At-Risk 
15281,1.0,1.0,High-Value Customer,High-Value Customer
15283,0.0,,Low-Value,Lost Customer
15287,3.0,0.0,Loyal Customer,Low-Value
15288,2.0,3.0,At-Risk ,Loyal Customer
15289,0.0,0.0,Low-Value,Low-Value
15290,1.0,-1.0,High-Value Customer,TOP VIP
15291,-1.0,1.0,TOP VIP,High-Value Customer
15296,1.0,3.0,High-Value Customer,Loyal Customer
15297,,0.0,New Customer,Low-Value
15298,1.0,1.0,High-Value Customer,High-Value Customer
15299,3.0,3.0,Loyal Customer,Loyal Customer
15301,1.0,1.0,High-Value Customer,High-Value Customer
15303,0.0,2.0,Low-Value,At-Risk 
15304,0.0,3.0,Low-Value,Loyal Customer
15306,2.0,3.0,At-Risk ,Loyal Customer
15309,2.0,,At-Risk ,Lost Customer
15311,-1.0,-1.0,TOP VIP,TOP VIP
15312,1.0,3.0,High-Value Customer,Loyal Customer
15314,0.0,2.0,Low-Value,At-Risk 
15321,1.0,3.0,High-Value Customer,Loyal Customer
15323,0.0,,Low-Value,Lost Customer
15325,1.0,2.0,High-Value Customer,At-Risk 
15326,2.0,2.0,At-Risk ,At-Risk 
15329,1.0,3.0,High-Value Customer,Loyal Customer
15331,2.0,,At-Risk ,Lost Customer
15332,2.0,3.0,At-Risk ,Loyal Customer
15334,,2.0,New Customer,At-Risk 
15339,2.0,2.0,At-Risk ,At-Risk 
15344,,0.0,New Customer,Low-Value
15346,0.0,2.0,Low-Value,At-Risk 
15347,3.0,2.0,Loyal Customer,At-Risk 
15351,2.0,1.0,At-Risk ,High-Value Customer
15353,1.0,2.0,High-Value Customer,At-Risk 
15356,3.0,1.0,Loyal Customer,High-Value Customer
15358,-1.0,-1.0,TOP VIP,TOP VIP
15359,2.0,,At-Risk ,Lost Customer
15361,0.0,2.0,Low-Value,At-Risk 
15365,1.0,1.0,High-Value Customer,High-Value Customer
15366,2.0,2.0,At-Risk ,At-Risk 
15367,1.0,3.0,High-Value Customer,Loyal Customer
15369,1.0,,High-Value Customer,Lost Customer
15370,0.0,1.0,Low-Value,High-Value Customer
15372,2.0,3.0,At-Risk ,Loyal Customer
15373,2.0,1.0,At-Risk ,High-Value Customer
15376,,3.0,New Customer,Loyal Customer
15377,3.0,,Loyal Customer,Lost Customer
15379,0.0,3.0,Low-Value,Loyal Customer
15380,2.0,1.0,At-Risk ,High-Value Customer
15381,2.0,2.0,At-Risk ,At-Risk 
15382,1.0,1.0,High-Value Customer,High-Value Customer
15384,3.0,2.0,Loyal Customer,At-Risk 
15385,3.0,2.0,Loyal Customer,At-Risk 
15389,2.0,2.0,At-Risk ,At-Risk 
15392,3.0,0.0,Loyal Customer,Low-Value
15393,2.0,2.0,At-Risk ,At-Risk 
15394,1.0,1.0,High-Value Customer,High-Value Customer
15399,,0.0,New Customer,Low-Value
15400,0.0,3.0,Low-Value,Loyal Customer
15402,3.0,2.0,Loyal Customer,At-Risk 
15406,0.0,2.0,Low-Value,At-Risk 
15407,,3.0,New Customer,Loyal Customer
15410,2.0,3.0,At-Risk ,Loyal Customer
15411,,3.0,New Customer,Loyal Customer
15413,2.0,,At-Risk ,Lost Customer
15414,,0.0,New Customer,Low-Value
15416,2.0,3.0,At-Risk ,Loyal Customer
15420,2.0,,At-Risk ,Lost Customer
15421,1.0,3.0,High-Value Customer,Loyal Customer
15422,1.0,2.0,High-Value Customer,At-Risk 
15423,0.0,2.0,Low-Value,At-Risk 
15424,0.0,2.0,Low-Value,At-Risk 
15425,2.0,,At-Risk ,Lost Customer
15426,2.0,1.0,At-Risk ,High-Value Customer
15427,,3.0,New Customer,Loyal Customer
15428,3.0,2.0,Loyal Customer,At-Risk 
15434,1.0,0.0,High-Value Customer,Low-Value
15436,,0.0,New Customer,Low-Value
15439,2.0,,At-Risk ,Lost Customer
15440,,2.0,New Customer,At-Risk 
15441,2.0,,At-Risk ,Lost Customer
15443,2.0,1.0,At-Risk ,High-Value Customer
15446,3.0,,Loyal Customer,Lost Customer
15447,0.0,2.0,Low-Value,At-Risk 
15449,,0.0,New Customer,Low-Value
15452,3.0,0.0,Loyal Customer,Low-Value
15453,,1.0,New Customer,High-Value Customer
15456,1.0,2.0,High-Value Customer,At-Risk 
15462,0.0,2.0,Low-Value,At-Risk 
15465,1.0,-1.0,High-Value Customer,TOP VIP
15466,3.0,2.0,Loyal Customer,At-Risk 
15467,,0.0,New Customer,Low-Value
15468,0.0,2.0,Low-Value,At-Risk 
15469,0.0,2.0,Low-Value,At-Risk 
15471,3.0,0.0,Loyal Customer,Low-Value
